freq,stk_flow,siec,unit,geo\TIME_PERIOD	2008-01 	2008-02 	2008-03 	2008-04 	2008-05 	2008-06 	2008-07 	2008-08 	2008-09 	2008-10 	2008-11 	2008-12 	2009-01 	2009-02 	2009-03 	2009-04 	2009-05 	2009-06 	2009-07 	2009-08 	2009-09 	2009-10 	2009-11 	2009-12 	2010-01 	2010-02 	2010-03 	2010-04 	2010-05 	2010-06 	2010-07 	2010-08 	2010-09 	2010-10 	2010-11 	2010-12 	2011-01 	2011-02 	2011-03 	2011-04 	2011-05 	2011-06 	2011-07 	2011-08 	2011-09 	2011-10 	2011-11 	2011-12 	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 
M,STKCL_NAT,G3000,MIO_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.000 	19.000 	19.000 	17.000 	17.000 	17.000 	18.000 	17.000 	17.000 	80.000 	55.000 	122.000 	72.000 	48.000 	73.000 	40.000 	69.000 	33.000 	88.000 	50.000 	113.000 	75.000 	44.000 	115.000 	100.000 	112.000 	66.000 	110.000 	63.000 	111.000 	106.000 	68.000 	94.000 	32.000 	121.000 	127.000 	50.000 	76.000 	101.000 	26.000 	104.000 	40.000 	51.000 	44.000 	110.000 	114.000 	66.000 	111.000 	82.000 	51.000 	69.000 	33.000 	86.000 	82.000 	106.000 	44.000 	115.000 	47.000 	53.000 	88.000 	42.000 	25.000 	101.000 	26.000 	83.000 	24.000 	116.000 	81.000 	129.000 	79.000 	85.000 	86.000 	30.600 	30.700 	88.400 	35.200 	25.600 	30.000 	113.600 	98.600 	45.000 	70.600 	39.300 	62.300 	45.300 	74.800 	118.600 	73.900 	54.800 	100.300 	78.700 	54.300 	99.100 	104.100 	53.600 	81.500 	52.000 	85.000 	170.200 	104.100 	63.500 	141.200 	28.500 	183.500 	96.100 	81.000 	85.400 	99.700 	144.600 	59.800 	86.800 	101.800 	77.200 	48.500 	69.500 	90.300 	110.700 	78.500 	145.000 	36.800 	75.000 	99.500 
M,STKCL_NAT,G3000,MIO_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: z	: z
M,STKCL_NAT,G3000,MIO_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1306.000 	998.000 	753.000 	544.000 	505.000 	925.000 	1100.000 	1550.000 	1993.000 	2213.000 	1929.000 	1584.000 	1250.000 	985.000 	766.000 	560.000 	487.000 	880.000 	1292.000 	1714.000 	1976.000 	1901.000 	1674.000 	1483.000 	1127.000 	867.000 	589.000 	407.000 	289.000 	435.000 	746.000 	1115.000 	1482.000 	1357.000 	1170.000 	992.000 	788.000 	605.000 	459.000 	355.000 	349.000 	349.000 	452.000 	691.000 	1124.000 	1408.000 	1235.000 	1054.000 	810.000 	552.000 	315.000 	237.000 	218.000 	220.000 	384.000 	708.000 	1117.000 	1191.000 	1055.000 	885.000 	665.000 	510.000 	290.000 	225.000 	417.000 	695.000 	1031.000 	1328.000 	1590.000 	1636.000 	1513.000 	1347.000 	1009.425 	765.209 	682.198 	672.218 	878.397 	1097.937 	1412.086 	1660.431 	1910.851 	1901.796 	1733.343 	1534.288 	1168.268 	739.879 	450.841 	398.324 	710.000 	981.123 	1300.047 	1528.305 	1555.260 	1525.540 	1287.340 	1054.400 	618.101 	429.980 	633.865 	619.995 	738.015 	825.605 	992.963 	1020.505 	1080.355 	1187.750 	1187.714 	944.762 	892.864 	717.794 	639.230 	723.451 	928.222 	1167.521 	1359.026 	1596.448 	1790.707 	1871.511 	1734.110 	1520.600 	1151.767 	976.562 
M,STKCL_NAT,G3000,MIO_M3,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.300 	0.600 	-1.400 	-0.400 	-1.000 	-0.800 	-0.600 	0.600 	0.300 	-0.500 	-1.000 	-0.800 	12.200 	13.000 	12.900 	7.800 	9.100 	11.800 	11.700 	11.700 	11.700 	0.400 	5.400 	15.800 	15.900 	28.400 	40.400 	36.900 	37.200 	37.700 	38.500 	40.800 	61.200 	67.600 	101.100 	99.300 	55.200 	42.100 	14.300 	17.500 	17.300 	16.000 	19.100 	25.500 	21.900 	22.600 	21.600 	20.900 	24.120 	: 
M,STKCL_NAT,G3000,MIO_M3,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKCL_NAT,G3000,MIO_M3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.000 p	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	1.241 	1.207 	1.270 	1.268 	1.520 	1.369 	1.343 	1.266 	1.219 	1.219 	1.319 	1.264 	1.326 	1.278 	1.299 	1.321 	1.273 	1.293 	1.264 	1.229 	1.128 	1.216 	1.225 	1.147 	1.265 	1.270 	1.205 	1.205 	1.206 	1.213 	1.291 	1.352 	1.272 	1.308 	1.201 	1.137 	1.113 	1.168 	1.143 	1.224 	1.050 	1.049 	1.048 	1.052 	1.044 	1.061 	1.068 	1.039 	: 	: 
M,STKCL_NAT,G3000,MIO_M3,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.000 	20.000 	73.000 	54.000 	42.000 	12.000 	34.000 	58.000 	16.000 	61.000 	42.000 	15.000 	56.000 	28.000 	69.000 	51.000 	22.000 	53.000 	21.000 	45.000 	30.000 	51.000 	19.000 	49.000 	15.108 	49.707 	24.108 	58.251 	38.182 	66.964 	40.130 	62.608 	31.567 	61.221 	35.798 	61.769 	24.227 	56.231 	26.109 	55.315 	25.246 	54.179 	71.644 	32.381 	55.946 	27.124 	38.272 	46.866 	20.061 	58.866 	29.643 	62.529 	30.343 	59.370 	16.514 	40.525 	10.427 	47.366 	22.336 	60.152 	31.271 	66.790 	37.534 	15.440 	53.786 	18.146 	41.683 	66.010 	32.325 	68.616 	33.198 	60.347 	24.306 	56.831 	23.730 	54.919 	20.774 	38.522 	63.839 	23.033 	51.587 	19.586 	58.926 	33.411 	68.242 	38.627 
M,STKCL_NAT,G3000,MIO_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	542.000 	19635.000 	19953.000 	19433.000 	18679.000 	16250.000 	14333.000 	11782.000 	11820.000 	13745.000 	15445.000 	17448.000 	17940.000 	18302.000 	18079.000 	15453.000 	12073.000 	18786.000 p	17002.000 p	17189.000 p	19195.000 p	20616.000 p	21939.000 p	22914.000 p	24117.000 p	24602.000 p	24214.000 p	23199.000 p	19241.000 p	13160.000 	9601.000 	7604.000 	9336.000 	11224.000 	13421.000 	15426.000 	17735.000 	20019.000 	20451.000 	19573.000 	18266.000 	8623.725 	7217.415 	7036.041 	7643.301 	8938.525 	11111.793 	12329.591 	13650.626 	14330.316 	14538.275 	13127.224 	11786.401 	10010.465 	8393.987 	6928.439 	8174.307 	9892.477 	11367.801 	12249.964 	12989.849 	14377.161 	14157.422 	13651.209 	11671.247 	7474.509 	4875.172 	3753.157 	3104.254 	3422.655 	4900.021 	6146.322 	7791.038 	9416.887 	9329.061 	8288.589 	5335.966 	4206.757 	3460.071 	3348.289 	4264.487 	6295.189 	8261.400 	10245.324 	11864.990 	13985.806 	13975.445 	13505.975 	11721.525 	10323.898 	9673.905 	8971.120 	9460.355 	10641.617 	12140.089 	13659.397 	14656.157 	14795.890 	15174.003 	14532.738 	12727.650 	10281.999 	9242.982 
M,STKCL_NAT,G3000,MIO_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.000 	36.000 	120.000 	108.000 	26.000 p	26.000 p	36.000 	85.000 	57.000 	85.000 	77.000 	61.000 	31.000 	27.000 	96.000 	32.000 	105.000 	79.000 	82.000 	79.000 	136.000 	68.000 	30.000 	36.000 	29.000 	76.000 	14.000 	77.000 	73.000 	59.000 	30.000 	39.000 	78.000 	89.000 	65.000 	25.000 	45.000 	75.000 	90.000 	64.000 	49.000 	98.000 	90.000 	91.000 	85.000 	94.000 	53.000 	80.000 	96.000 	66.000 	76.000 	85.000 	84.000 	91.000 	65.000 	20.000 	40.000 	87.000 	89.000 	54.000 	94.000 	124.000 	38.000 	84.000 	120.000 	121.000 	90.000 	57.000 	82.000 	42.000 	72.000 	22.000 	52.784 	66.441 	74.571 	52.724 	81.295 	38.286 	84.771 	39.641 	35.534 	29.113 	22.065 	17.290 	21.967 	18.821 	15.359 	111.553 	109.172 	9.545 	9.280 	9.041 	8.818 	8.563 	8.345 	90.322 	87.742 	85.432 	82.632 	70.436 	57.783 	34.070 	46.739 	84.921 	34.037 	121.276 	59.907 	85.452 	33.919 	101.976 	62.295 	88.407 	78.611 	62.140 	28.706 	137.037 	67.119 	87.129 	88.816 	80.646 	109.357 	: 
M,STKCL_NAT,G3000,MIO_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2004.000 	1669.000 	1526.000 	1698.000 	2022.000 	2380.000 	2726.000 	2898.000 	3112.000 	3091.000 	2873.000 	2401.000 	2077.000 	1689.000 	1543.000 	1392.000 	1695.000 	2091.000 	2497.000 	2949.000 	3201.000 	3265.000 	2819.000 	2223.000 	1723.000 	1581.000 	1189.000 	1177.000 	1507.000 	2076.000 	2449.000 	2917.000 	3374.000 	3432.000 	3200.000 	2668.000 	1934.000 	1553.000 	1242.000 	1176.000 	1543.000 	2011.000 	2438.000 	2993.000 	3409.000 	3426.000 	3163.000 	2764.000 	2241.000 	1709.000 	1398.000 	1537.000 	1851.000 	2402.000 	2813.000 	3142.000 	3489.000 	3455.000 	3044.000 	2581.000 	2084.000 	1757.000 	1505.000 	1611.000 	2015.000 	2446.000 	2923.000 	3250.000 	3552.000 	3511.000 	3503.000 	3267.000 	2468.722 	1858.306 	1669.295 	1802.290 	2080.294 	2527.852 	3012.909 	3557.049 	3608.936 	3549.639 	3353.035 	2774.211 	2189.391 	1770.615 	1427.239 	1581.805 	1957.867 	2433.695 	3021.949 	3424.896 	3676.580 	3596.318 	3561.965 	3192.781 	2469.640 	2244.660 	2461.909 	2908.003 	3450.796 	3587.296 	3842.399 	4084.182 	4167.993 	4218.434 	4014.854 	3718.094 	3124.720 	2630.217 	2087.499 	1966.254 	2128.714 	2686.902 	3407.941 	3879.499 	4302.822 	: 	: 	: 	: 	: 
M,STKCL_NAT,G3000,MIO_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	328.000 	347.000 	397.000 	363.000 	361.000 	367.000 	411.000 	443.000 	329.000 	373.000 	376.000 	389.000 	251.000 	205.000 	234.000 	211.000 	307.000 	251.000 	241.000 	275.000 	260.000 	279.000 	304.000 	399.000 	361.000 	361.000 	241.000 	315.000 	269.000 	295.000 	248.000 	277.000 	270.000 	232.000 	269.000 	334.000 	182.000 	346.000 	270.000 	294.000 	216.000 	303.000 	215.000 	310.000 	425.000 	379.000 	337.000 	358.000 	370.000 	252.000 	321.000 	264.000 	315.000 	338.000 	358.000 	276.000 	273.000 	370.000 	405.000 	415.000 	441.000 	437.000 	363.000 	376.000 	439.000 	339.000 	405.000 	504.000 	499.000 	436.000 	451.000 	412.000 	349.716 	468.711 	459.020 	532.880 	551.645 	474.961 	373.778 	388.635 	385.801 	436.705 	342.618 	369.422 	370.816 	367.120 	302.691 	231.839 	404.869 	421.667 	367.693 	410.644 	250.338 	439.369 	413.361 	373.934 	432.191 	436.895 	399.257 	396.170 	483.989 	528.636 	432.713 	539.688 	490.509 	560.539 	482.107 	597.519 	457.199 	449.153 	448.060 	478.315 	457.645 	412.681 	349.218 	533.868 	383.794 	545.285 	455.906 	489.726 p	426.244 p	438.278 p
M,STKCL_NAT,G3000,MIO_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2502.000 	2200.000 	2157.000 	2139.000 	2311.000 	2399.000 	2619.000 	2857.000 	3012.000 	3323.000 	3079.000 	2932.000 	2598.000 	2291.000 	2121.000 	2176.000 	2389.000 	2586.000 p	2803.000 	3029.000 	3277.000 	3380.000 	3320.000 	3080.000 	2762.000 	2586.000 	2458.000 	2527.000 	2681.000 	2845.000 	3040.000 	3235.000 	3266.000 	3319.000 	3191.000 	3032.000 	2598.000 	2318.000 	2170.000 	2208.000 	2381.000 	2456.000 	2629.000 	2784.000 	2927.000 	2973.000 	2763.000 	2553.000 	1415.000 	641.000 	387.000 	592.000 	877.000 	1135.000 	1471.000 	1803.000 	2138.000 	2222.000 	1931.000 	1353.000 	801.000 	455.000 	348.000 	453.000 	815.000 	1370.000 	1852.000 	2323.000 	2750.000 	2966.000 	3012.000 	2762.000 	2184.000 	1861.000 	1757.000 	1883.000 	2081.000 	2305.000 	2477.000 	2660.000 	2836.000 	2858.000 	2457.000 	1937.000 	1348.000 	896.000 	529.000 	422.000 	732.000 	1059.000 	1468.000 	1918.000 	2239.000 	2303.000 	2072.000 	1628.000 	1172.000 	847.000 	581.000 	680.000 	983.000 	1310.000 	1800.000 	2252.000 	2627.000 	2961.000 	2866.000 	2462.000 	1953.000 	1427.000 	1283.000 	1474.000 	1846.000 	2145.000 	2446.000 	2795.000 	3092.000 	3259.000 	3077.000 	2638.000 	2022.000 p	1763.000 p
M,STKCL_NAT,G3000,MIO_M3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	273.000 	247.000 	246.000 	230.000 	279.000 	328.000 	371.000 	426.000 	467.000 	469.000 	458.000 	404.000 	352.000 	276.000 	216.000 	207.000 	243.000 	319.000 	364.000 	425.000 	463.000 	463.000 	436.000 	374.000 	274.000 	264.000 	264.000 	262.000 	279.000 	311.000 	366.000 	406.000 	466.000 	535.000 	572.000 	572.000 	506.000 	497.000 	489.000 	404.000 	355.000 	343.000 	374.000 	444.000 	520.000 	540.000 	502.000 	472.000 	399.000 	356.000 	330.000 	291.000 	339.000 	367.000 	406.000 	384.000 	430.000 	380.000 	261.000 	192.000 	250.000 	287.000 	220.000 	246.000 	313.000 	309.000 	388.000 	457.000 	496.000 	537.000 	582.000 	582.000 	582.000 	582.000 	600.000 	618.000 	691.000 	699.000 	732.000 	760.000 	792.000 	786.000 	788.000 	724.000 	645.000 	: 
M,STKCL_NAT,G3000,MIO_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	26.709 	27.516 	19.970 	17.560 	19.661 	20.774 	30.748 	30.753 	29.253 	30.793 	28.302 	23.924 	16.411 	24.453 	21.276 	15.334 	19.463 	14.766 	14.627 	10.849 	14.960 	15.130 	19.524 	23.523 	34.203 	29.519 	34.687 
M,STKCL_NAT,G3000,MIO_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
